Latitude,Longitude,Hour in the year,Year,Slope elevation angle,Slope azimuth angle,cos_i,elev
47.791,90.593,5811,2011,71.418,71.029,-0.93318,-20.57
47.791,90.593,1726,2011,71.418,71.029,0.094608,-37.421
47.791,90.593,8264,2011,71.418,71.029,-0.48898,2.6659
47.791,90.593,445,2011,66.724,31.658,0.95397,20.872
47.791,90.593,2051,2011,66.724,31.658,0.67091,42.672
47.791,90.593,5165,2011,66.724,31.658,-0.73172,2.8224
47.791,90.593,6863,2011,66.724,31.658,-0.69892,-48.959
47.791,90.593,1308,2011,66.724,31.658,0.84802,32.602
47.791,90.593,8014,2011,66.724,31.658,-0.41603,-56.293
47.791,90.593,4669,2011,66.724,31.658,0.78418,61.567
47.791,90.593,669,2011,66.724,31.658,-0.12983,-41.399
47.791,90.593,6421,2011,66.724,31.658,0.95387,39.111
47.791,90.593,2771,2011,66.724,31.658,0.6312,53.727
46.055,126.49,3893,2011,51.437,-29.344,0.21553,10.972
46.055,126.49,3161,2011,51.437,-29.344,-0.25191,18.151
46.055,126.49,3034,2011,51.437,-29.344,0.95065,55.108
46.055,126.49,2541,2011,51.437,-29.344,-0.9506,-24.107
46.055,126.49,5064,2011,51.437,-29.344,-0.84931,-25.315
46.055,126.49,8710,2011,51.437,-29.344,-0.90887,-60.067
46.055,126.49,4286,2011,51.437,-29.344,0.4738,53.36
46.055,126.49,8583,2011,51.437,-29.344,0.26054,6.3671
46.055,126.49,1528,2011,51.437,-29.344,0.070279,13.347
46.055,126.49,7781,2011,51.437,-29.344,0.29307,-17.415
46.055,126.49,6803,2011,19.242,36.396,0.76,36.906
46.055,126.49,7154,2011,19.242,36.396,-0.85775,-41.891
46.055,126.49,6014,2011,19.242,36.396,0.83958,38.63
46.055,126.49,1127,2011,19.242,36.396,-0.87451,-54.752
46.055,126.49,4809,2011,19.242,36.396,0.66344,48.744
46.055,126.49,6138,2011,19.242,36.396,0.11678,-2.3973
46.055,126.49,767,2011,19.242,36.396,-0.89861,-59.387
46.055,126.49,295,2011,19.242,36.396,-0.092468,-2.8929
46.055,126.49,2888,2011,19.242,36.396,0.47159,36.22
46.055,126.49,8083,2011,19.242,36.396,-0.34088,-32.213
46.055,126.49,5257,2011,24.602,-120.99,-0.085728,-24.993
46.055,126.49,7212,2011,24.602,-120.99,0.21297,30.231
46.055,126.49,3794,2011,24.602,-120.99,0.15591,-13.528
46.055,126.49,7402,2011,24.602,-120.99,0.33274,26.002
46.055,126.49,5442,2011,24.602,-120.99,-0.19014,6.5816
46.055,126.49,7592,2011,24.602,-120.99,0.30834,12.105
46.055,126.49,968,2011,24.602,-120.99,0.34039,10.719
46.055,126.49,2403,2011,24.602,-120.99,0.091502,-19.291
46.055,126.49,6554,2011,24.602,-120.99,-0.18595,-35.083
46.055,126.49,3621,2011,24.602,-120.99,-0.25254,-13.844
46.055,126.49,8,2011,4.9724,107.36,0.014104,5.3524
46.055,126.49,4128,2011,4.9724,107.36,-0.32939,-20.292
46.055,126.49,3336,2011,4.9724,107.36,-0.38887,-23.819
46.055,126.49,4437,2011,4.9724,107.36,-0.14322,-12.287
46.055,126.49,1804,2011,4.9724,107.36,-0.38682,-18.726
46.055,126.49,2111,2011,4.9724,107.36,-0.60442,-39.802
46.055,126.49,5617,2011,4.9724,107.36,-0.49517,-29.274
46.055,126.49,5811,2011,4.9724,107.36,-0.36511,-18.467
46.055,126.49,1726,2011,4.9724,107.36,-0.60581,-41.314
46.055,126.49,8264,2011,4.9724,107.36,0.039423,6.7343
46.055,126.49,445,2011,33.631,115.56,0.24493,21.409
46.055,126.49,2051,2011,33.631,115.56,0.34611,45.53
46.055,126.49,5165,2011,33.631,115.56,-0.3059,5.8691
46.055,126.49,6863,2011,33.631,115.56,-0.46043,-51.488
46.055,126.49,1308,2011,33.631,115.56,0.29929,34.284
46.055,126.49,8014,2011,33.631,115.56,-0.47144,-60.361
46.055,126.49,4669,2011,33.631,115.56,0.79654,60.72
46.055,126.49,669,2011,33.631,115.56,-0.2109,-45.804
46.055,126.49,6421,2011,33.631,115.56,0.56212,38.867
46.055,126.49,2771,2011,33.631,115.56,0.50055,56.638
46.055,126.49,3893,2011,43.765,-7.1096,-0.03811,10.972
46.055,126.49,3161,2011,43.765,-7.1096,0.058588,18.151
46.055,126.49,3034,2011,43.765,-7.1096,0.92401,55.108
46.055,126.49,2541,2011,43.765,-7.1096,-0.81194,-24.107
46.055,126.49,5064,2011,43.765,-7.1096,-0.91988,-25.315
46.055,126.49,8710,2011,43.765,-7.1096,-0.88494,-60.067
46.055,126.49,4286,2011,43.765,-7.1096,0.71382,53.36
46.055,126.49,8583,2011,43.765,-7.1096,0.48893,6.3671
46.055,126.49,1528,2011,43.765,-7.1096,0.3599,13.347
46.055,126.49,7781,2011,43.765,-7.1096,-0.014686,-17.415
46.055,126.49,6803,2011,57.922,79.806,0.36254,36.906
46.055,126.49,7154,2011,57.922,79.806,-0.94215,-41.891
46.055,126.49,6014,2011,57.922,79.806,0.90625,38.63
46.055,126.49,1127,2011,57.922,79.806,-0.345,-54.752
46.055,126.49,4809,2011,57.922,79.806,-0.06244,48.744
46.055,126.49,6138,2011,57.922,79.806,0.78175,-2.3973
46.055,126.49,767,2011,57.922,79.806,-0.36324,-59.387
46.055,126.49,295,2011,57.922,79.806,-0.68665,-2.8929
46.055,126.49,2888,2011,57.922,79.806,-0.29169,36.22
46.055,126.49,8083,2011,57.922,79.806,0.4207,-32.213
46.055,126.49,5257,2011,0.9522,-44.823,-0.42855,-24.993
46.055,126.49,7212,2011,0.9522,-44.823,0.51129,30.231
46.055,126.49,3794,2011,0.9522,-44.823,-0.23685,-13.528
46.055,126.49,7402,2011,0.9522,-44.823,0.45199,26.002
46.055,126.49,5442,2011,0.9522,-44.823,0.10053,6.5816
46.055,126.49,7592,2011,0.9522,-44.823,0.22591,12.105
46.055,126.49,968,2011,0.9522,-44.823,0.20199,10.719
46.055,126.49,2403,2011,0.9522,-44.823,-0.3277,-19.291
46.055,126.49,6554,2011,0.9522,-44.823,-0.5735,-35.083
46.055,126.49,3621,2011,0.9522,-44.823,-0.25519,-13.844
46.055,126.49,8,2011,13.628,61.78,0.0088716,5.3524
46.055,126.49,4128,2011,13.628,61.78,-0.46108,-20.292
46.055,126.49,3336,2011,13.628,61.78,-0.51859,-23.819
46.055,126.49,4437,2011,13.628,61.78,-0.17188,-12.287
46.055,126.49,1804,2011,13.628,61.78,-0.53157,-18.726
46.055,126.49,2111,2011,13.628,61.78,-0.67067,-39.802
46.055,126.49,5617,2011,13.628,61.78,-0.63645,-29.274
46.055,126.49,5811,2011,13.628,61.78,-0.52948,-18.467
46.055,126.49,1726,2011,13.628,61.78,-0.61919,-41.314
46.055,126.49,8264,2011,13.628,61.78,0.039814,6.7343
46.055,126.49,445,2011,33.498,-132.85,-0.1486,21.409
46.055,126.49,2051,2011,33.498,-132.85,0.40966,45.53
46.055,126.49,5165,2011,33.498,-132.85,0.58827,5.8691
46.055,126.49,6863,2011,33.498,-132.85,-0.45658,-51.488
46.055,126.49,1308,2011,33.498,-132.85,0.13819,34.284
46.055,126.49,8014,2011,33.498,-132.85,-0.7184,-60.361
46.055,126.49,4669,2011,33.498,-132.85,0.45921,60.72
46.055,126.49,669,2011,33.498,-132.85,-0.74343,-45.804
46.055,126.49,6421,2011,33.498,-132.85,0.11088,38.867
46.055,126.49,2771,2011,33.498,-132.85,0.55106,56.638
8.9305,133.97,3893,2011,27.515,-1.5793,-0.35325,-10.88
8.9305,133.97,3161,2011,27.515,-1.5793,0.12529,17.096
8.9305,133.97,3034,2011,27.515,-1.5793,0.69973,59.617
8.9305,133.97,2541,2011,27.515,-1.5793,-0.71311,-40.422
8.9305,133.97,5064,2011,27.515,-1.5793,-0.99952,-62.456
8.9305,133.97,8710,2011,27.515,-1.5793,-0.62315,-56.643
8.9305,133.97,4286,2011,27.515,-1.5793,0.63597,59.456
8.9305,133.97,8583,2011,27.515,-1.5793,0.74268,36.083
8.9305,133.97,1528,2011,27.515,-1.5793,0.54995,32.135
8.9305,133.97,7781,2011,27.515,-1.5793,-0.072757,-14.633
8.9305,133.97,6803,2011,73.038,51.08,0.27149,69.749
8.9305,133.97,7154,2011,73.038,51.08,-0.5933,-57.468
8.9305,133.97,6014,2011,73.038,51.08,0.63915,60.596
8.9305,133.97,1127,2011,73.038,51.08,0.0090628,-70.499
8.9305,133.97,4809,2011,73.038,51.08,-0.46761,42.686
8.9305,133.97,6138,2011,73.038,51.08,0.70764,1.0183
8.9305,133.97,767,2011,73.038,51.08,0.053678,-69.422
8.9305,133.97,295,2011,73.038,51.08,-0.40178,7.692
8.9305,133.97,2888,2011,73.038,51.08,-0.58304,30.853
8.9305,133.97,8083,2011,73.038,51.08,0.76628,-18.623
8.9305,133.97,5257,2011,69.041,-140.71,0.11422,-61.813
8.9305,133.97,7212,2011,69.041,-140.71,0.031855,67.906
8.9305,133.97,3794,2011,69.041,-140.71,0.37021,-47.28
8.9305,133.97,7402,2011,69.041,-140.71,0.25941,53.833
8.9305,133.97,5442,2011,69.041,-140.71,-0.37555,4.4188
8.9305,133.97,7592,2011,69.041,-140.71,0.36235,27.669
8.9305,133.97,968,2011,69.041,-140.71,0.42406,21.844
8.9305,133.97,2403,2011,69.041,-140.71,0.33853,-43.343
8.9305,133.97,6554,2011,69.041,-140.71,0.064528,-58.136
8.9305,133.97,3621,2011,69.041,-140.71,-0.26084,-35.819
8.9305,133.97,8,2011,75.213,-154.63,0.033344,21.661
8.9305,133.97,4128,2011,75.213,-154.63,0.24245,-57.602
8.9305,133.97,3336,2011,75.213,-154.63,0.19484,-61.29
8.9305,133.97,4437,2011,75.213,-154.63,-0.0017684,-33.985
8.9305,133.97,1804,2011,75.213,-154.63,0.25668,-33.03
8.9305,133.97,2111,2011,75.213,-154.63,-0.18034,-68.86
8.9305,133.97,5617,2011,75.213,-154.63,0.16556,-65.491
8.9305,133.97,5811,2011,75.213,-154.63,0.34033,-42.857
8.9305,133.97,1726,2011,75.213,-154.63,-0.37117,-56.247
8.9305,133.97,8264,2011,75.213,-154.63,0.030938,23.912
8.9305,133.97,445,2011,15.225,-74.523,0.81122,58.613
8.9305,133.97,2051,2011,15.225,-74.523,0.99814,71.486
8.9305,133.97,5165,2011,15.225,-74.523,-0.0235,-13.779
8.9305,133.97,6863,2011,15.225,-74.523,-0.99782,-77.48
8.9305,133.97,1308,2011,15.225,-74.523,0.95325,70.951
8.9305,133.97,8014,2011,15.225,-74.523,-0.9308,-60.087
8.9305,133.97,4669,2011,15.225,-74.523,0.85317,72.429
8.9305,133.97,669,2011,15.225,-74.523,-0.80515,-41.387
8.9305,133.97,6421,2011,15.225,-74.523,0.85597,71.384
8.9305,133.97,2771,2011,15.225,-74.523,0.9883,74.162
8.9305,133.97,3893,2011,12.23,-22.397,-0.19668,-10.88
8.9305,133.97,3161,2011,12.23,-22.397,0.16076,17.096
8.9305,133.97,3034,2011,12.23,-22.397,0.85164,59.617
8.9305,133.97,2541,2011,12.23,-22.397,-0.74557,-40.422
8.9305,133.97,5064,2011,12.23,-22.397,-0.96023,-62.456
8.9305,133.97,8710,2011,12.23,-22.397,-0.80258,-56.643
8.9305,133.97,4286,2011,12.23,-22.397,0.75481,59.456
8.9305,133.97,8583,2011,12.23,-22.397,0.62091,36.083
8.9305,133.97,1528,2011,12.23,-22.397,0.49089,32.135
8.9305,133.97,7781,2011,12.23,-22.397,-0.11351,-14.633
8.9305,133.97,6803,2011,38.313,86.982,0.60914,69.749
8.9305,133.97,7154,2011,38.313,86.982,-0.98808,-57.468
8.9305,133.97,6014,2011,38.313,86.982,0.98789,60.596
8.9305,133.97,1127,2011,38.313,86.982,-0.53506,-70.499
8.9305,133.97,4809,2011,38.313,86.982,0.096293,42.686
8.9305,133.97,6138,2011,38.313,86.982,0.6294,1.0183
8.9305,133.97,767,2011,38.313,86.982,-0.53299,-69.422
8.9305,133.97,295,2011,38.313,86.982,-0.44536,7.692
8.9305,133.97,2888,2011,38.313,86.982,-0.1232,30.853
8.9305,133.97,8083,2011,38.313,86.982,0.31012,-18.623
8.9305,133.97,5257,2011,40.137,-143.16,-0.37467,-61.813
8.9305,133.97,7212,2011,40.137,-143.16,0.49635,67.906
8.9305,133.97,3794,2011,40.137,-143.16,-0.12586,-47.28
8.9305,133.97,7402,2011,40.137,-143.16,0.58073,53.833
8.9305,133.97,5442,2011,40.137,-143.16,-0.1944,4.4188
8.9305,133.97,7592,2011,40.137,-143.16,0.46669,27.669
8.9305,133.97,968,2011,40.137,-143.16,0.46109,21.844
8.9305,133.97,2403,2011,40.137,-143.16,-0.13213,-43.343
8.9305,133.97,6554,2011,40.137,-143.16,-0.40492,-58.136
8.9305,133.97,3621,2011,40.137,-143.16,-0.46069,-35.819
8.9305,133.97,8,2011,53.272,155.81,-0.37759,21.661
8.9305,133.97,4128,2011,53.272,155.81,-0.10588,-57.602
8.9305,133.97,3336,2011,53.272,155.81,-0.17251,-61.29
8.9305,133.97,4437,2011,53.272,155.81,0.23939,-33.985
8.9305,133.97,1804,2011,53.272,155.81,-0.55942,-33.03
8.9305,133.97,2111,2011,53.272,155.81,-0.30979,-68.86
8.9305,133.97,5617,2011,53.272,155.81,-0.36264,-65.491
8.9305,133.97,5811,2011,53.272,155.81,-0.43832,-42.857
8.9305,133.97,1726,2011,53.272,155.81,-0.25896,-56.247
8.9305,133.97,8264,2011,53.272,155.81,-0.35233,23.912
8.9305,133.97,445,2011,18.499,-101.7,0.72097,58.613
8.9305,133.97,2051,2011,18.499,-101.7,0.98534,71.486
8.9305,133.97,5165,2011,18.499,-101.7,0.078629,-13.779
8.9305,133.97,6863,2011,18.499,-101.7,-0.99188,-77.48
8.9305,133.97,1308,2011,18.499,-101.7,0.89919,70.951
8.9305,133.97,8014,2011,18.499,-101.7,-0.97357,-60.087
8.9305,133.97,4669,2011,18.499,-101.7,0.85602,72.429
8.9305,133.97,669,2011,18.499,-101.7,-0.86421,-41.387
8.9305,133.97,6421,2011,18.499,-101.7,0.80273,71.384
8.9305,133.97,2771,2011,18.499,-101.7,0.99846,74.162
37.068,-65.918,3893,2011,28.851,-51.013,0.14575,-1.4029
37.068,-65.918,3161,2011,28.851,-51.013,0.041628,26.627
37.068,-65.918,3034,2011,28.851,-51.013,0.97991,53.103
37.068,-65.918,2541,2011,28.851,-51.013,-0.78293,-22.827
37.068,-65.918,5064,2011,28.851,-51.013,-0.78642,-34.123
37.068,-65.918,8710,2011,28.851,-51.013,-0.96936,-55.825
37.068,-65.918,4286,2011,28.851,-51.013,0.72106,65.722
37.068,-65.918,8583,2011,28.851,-51.013,0.29673,19.188
37.068,-65.918,1528,2011,28.851,-51.013,0.22952,25.795
37.068,-65.918,7781,2011,28.851,-51.013,-0.0077882,-25.384
37.068,-65.918,6803,2011,22.842,-41.307,0.89935,42.929
37.068,-65.918,7154,2011,22.842,-41.307,-0.73648,-54.737
37.068,-65.918,6014,2011,22.842,-41.307,0.74938,51.337
37.068,-65.918,1127,2011,22.842,-41.307,-0.98249,-56.826
37.068,-65.918,4809,2011,22.842,-41.307,0.82318,41.862
37.068,-65.918,6138,2011,22.842,-41.307,-0.15464,6.2295
37.068,-65.918,767,2011,22.842,-41.307,-0.98925,-60.599
37.068,-65.918,295,2011,22.842,-41.307,0.22082,-7.5366
37.068,-65.918,2888,2011,22.842,-41.307,0.67783,28.697
37.068,-65.918,8083,2011,22.842,-41.307,-0.52419,-22.096
37.068,-65.918,5257,2011,8.5491,168.37,-0.47205,-36.213
37.068,-65.918,7212,2011,8.5491,168.37,0.51984,39.771
37.068,-65.918,3794,2011,8.5491,168.37,-0.32419,-25.875
37.068,-65.918,7402,2011,8.5491,168.37,0.36648,29.361
37.068,-65.918,5442,2011,8.5491,168.37,0.28474,13.946
37.068,-65.918,7592,2011,8.5491,168.37,0.070399,9.9317
37.068,-65.918,968,2011,8.5491,168.37,0.036265,7.0912
37.068,-65.918,2403,2011,8.5491,168.37,-0.45789,-31.972
37.068,-65.918,6554,2011,8.5491,168.37,-0.67754,-48.12
37.068,-65.918,3621,2011,8.5491,168.37,-0.12703,-14.276
37.068,-65.918,8,2011,7.1764,-125.62,0.10452,3.308
37.068,-65.918,4128,2011,7.1764,-125.62,-0.4313,-29.199
37.068,-65.918,3336,2011,7.1764,-125.62,-0.48561,-32.841
37.068,-65.918,4437,2011,7.1764,-125.62,-0.24325,-12.625
37.068,-65.918,1804,2011,7.1764,-125.62,-0.39723,-30.445
37.068,-65.918,2111,2011,7.1764,-125.62,-0.68857,-44.439
37.068,-65.918,5617,2011,7.1764,-125.62,-0.57883,-40.738
37.068,-65.918,5811,2011,7.1764,-125.62,-0.41198,-31.447
37.068,-65.918,1726,2011,7.1764,-125.62,-0.68046,-40.874
37.068,-65.918,8264,2011,7.1764,-125.62,0.1303,4.9964
37.068,-65.918,445,2011,35.397,140.24,0.10146,32.334
37.068,-65.918,2051,2011,35.397,140.24,0.25177,49.932
37.068,-65.918,5165,2011,35.397,140.24,-0.21474,-6.4272
37.068,-65.918,6863,2011,35.397,140.24,-0.36838,-56.874
37.068,-65.918,1308,2011,35.397,140.24,0.17509,42.725
37.068,-65.918,8014,2011,35.397,140.24,-0.42268,-57.568
37.068,-65.918,4669,2011,35.397,140.24,0.71002,73.237
37.068,-65.918,669,2011,35.397,140.24,-0.18978,-39.136
37.068,-65.918,6421,2011,35.397,140.24,0.43321,50.653
37.068,-65.918,2771,2011,35.397,140.24,0.42105,60.268
37.068,-65.918,3893,2011,22.304,13.045,-0.28516,-1.4029
37.068,-65.918,3161,2011,22.304,13.045,0.47132,26.627
37.068,-65.918,3034,2011,22.304,13.045,0.78201,53.103
37.068,-65.918,2541,2011,22.304,13.045,-0.48468,-22.827
37.068,-65.918,5064,2011,22.304,13.045,-0.81095,-34.123
37.068,-65.918,8710,2011,22.304,13.045,-0.76721,-55.825
37.068,-65.918,4286,2011,22.304,13.045,0.94597,65.722
37.068,-65.918,8583,2011,22.304,13.045,0.62939,19.188
37.068,-65.918,1528,2011,22.304,13.045,0.63838,25.795
37.068,-65.918,7781,2011,22.304,13.045,-0.43577,-25.384
37.068,-65.918,6803,2011,79.246,-79.261,0.53913,42.929
37.068,-65.918,7154,2011,79.246,-79.261,0.22752,-54.737
37.068,-65.918,6014,2011,79.246,-79.261,-0.1695,51.337
37.068,-65.918,1127,2011,79.246,-79.261,-0.61389,-56.826
37.068,-65.918,4809,2011,79.246,-79.261,0.85221,41.862
37.068,-65.918,6138,2011,79.246,-79.261,-0.93923,6.2295
37.068,-65.918,767,2011,79.246,-79.261,-0.59643,-60.599
37.068,-65.918,295,2011,79.246,-79.261,0.93297,-7.5366
37.068,-65.918,2888,2011,79.246,-79.261,0.94227,28.697
37.068,-65.918,8083,2011,79.246,-79.261,-0.91137,-22.096
37.068,-65.918,5257,2011,57.102,147.23,0.18352,-36.213
37.068,-65.918,7212,2011,57.102,147.23,-0.20918,39.771
37.068,-65.918,3794,2011,57.102,147.23,0.16616,-25.875
37.068,-65.918,7402,2011,57.102,147.23,-0.46458,29.361
37.068,-65.918,5442,2011,57.102,147.23,0.65361,13.946
37.068,-65.918,7592,2011,57.102,147.23,-0.65153,9.9317
37.068,-65.918,968,2011,57.102,147.23,-0.62942,7.0912
37.068,-65.918,2403,2011,57.102,147.23,-0.16046,-31.972
37.068,-65.918,6554,2011,57.102,147.23,-0.25792,-48.12
37.068,-65.918,3621,2011,57.102,147.23,0.6532,-14.276
37.068,-65.918,8,2011,39.688,8.002,0.30475,3.308
37.068,-65.918,4128,2011,39.688,8.002,-0.9146,-29.199
37.068,-65.918,3336,2011,39.688,8.002,-0.93873,-32.841
37.068,-65.918,4437,2011,39.688,8.002,-0.5155,-12.625
37.068,-65.918,1804,2011,39.688,8.002,-0.68207,-30.445
37.068,-65.918,2111,2011,39.688,8.002,-0.88957,-44.439
37.068,-65.918,5617,2011,39.688,8.002,-0.98547,-40.738
37.068,-65.918,5811,2011,39.688,8.002,-0.82631,-31.447
37.068,-65.918,1726,2011,39.688,8.002,-0.72354,-40.874
37.068,-65.918,8264,2011,39.688,8.002,0.34315,4.9964
37.068,-65.918,445,2011,55.758,-13.832,0.95328,32.334
37.068,-65.918,2051,2011,55.758,-13.832,0.92333,49.932
37.068,-65.918,5165,2011,55.758,-13.832,-0.25535,-6.4272
37.068,-65.918,6863,2011,55.758,-13.832,-0.89813,-56.874
37.068,-65.918,1308,2011,55.758,-13.832,0.98888,42.725
37.068,-65.918,8014,2011,55.758,-13.832,-0.71466,-57.568
37.068,-65.918,4669,2011,55.758,-13.832,0.72379,73.237
37.068,-65.918,669,2011,55.758,-13.832,-0.57811,-39.136
37.068,-65.918,6421,2011,55.758,-13.832,0.88156,50.653
37.068,-65.918,2771,2011,55.758,-13.832,0.84651,60.268
-13.077,-81.15,3893,2011,76.958,96.731,-0.88768,-24.289
-13.077,-81.15,3161,2011,76.958,96.731,0.96174,14.495
-13.077,-81.15,3034,2011,76.958,96.731,-0.32554,44.079
-13.077,-81.15,2541,2011,76.958,96.731,0.59958,-39.978
-13.077,-81.15,5064,2011,76.958,96.731,-0.088155,-80.863
-13.077,-81.15,8710,2011,76.958,96.731,0.32661,-38.966
-13.077,-81.15,4286,2011,76.958,96.731,0.57914,47.249
-13.077,-81.15,8583,2011,76.958,96.731,0.70954,51.729
-13.077,-81.15,1528,2011,76.958,96.731,0.89513,39.315
-13.077,-81.15,7781,2011,76.958,96.731,-0.95759,-11.532
-13.077,-81.15,6803,2011,31.887,-66.868,0.93311,71.444
-13.077,-81.15,7154,2011,31.887,-66.868,-0.36794,-52.469
-13.077,-81.15,6014,2011,31.887,-66.868,0.46855,59.383
-13.077,-81.15,1127,2011,31.887,-66.868,-0.80854,-54.886
-13.077,-81.15,4809,2011,31.887,-66.868,0.66496,28.194
-13.077,-81.15,6138,2011,31.887,-66.868,-0.43586,4.317
-13.077,-81.15,767,2011,31.887,-66.868,-0.75717,-51.421
-13.077,-81.15,295,2011,31.887,-66.868,0.67906,10.953
-13.077,-81.15,2888,2011,31.887,-66.868,0.63778,19.445
-13.077,-81.15,8083,2011,31.887,-66.868,-0.43502,-5.3238
-13.077,-81.15,5257,2011,67.267,165.52,-0.36077,-82.165
-13.077,-81.15,7212,2011,67.267,165.52,0.37652,87.954
-13.077,-81.15,3794,2011,67.267,165.52,-0.27008,-65.131
-13.077,-81.15,7402,2011,67.267,165.52,0.14269,58.884
-13.077,-81.15,5442,2011,67.267,165.52,0.48245,3.9151
-13.077,-81.15,7592,2011,67.267,165.52,-0.17839,30.144
-13.077,-81.15,968,2011,67.267,165.52,-0.20883,22.583
-13.077,-81.15,2403,2011,67.267,165.52,-0.47795,-51.842
-13.077,-81.15,6554,2011,67.267,165.52,-0.66182,-59.22
-13.077,-81.15,3621,2011,67.267,165.52,0.11752,-41.167
-13.077,-81.15,8,2011,64.48,23.805,0.12765,26.046
-13.077,-81.15,4128,2011,64.48,23.805,-0.53234,-77.89
-13.077,-81.15,3336,2011,64.48,23.805,-0.49351,-81.507
-13.077,-81.15,4437,2011,64.48,23.805,-0.21563,-39.582
-13.077,-81.15,1804,2011,64.48,23.805,-0.40767,-36.694
-13.077,-81.15,2111,2011,64.48,23.805,-0.13375,-66.006
-13.077,-81.15,5617,2011,64.48,23.805,-0.45695,-81.885
-13.077,-81.15,5811,2011,64.48,23.805,-0.54153,-51.756
-13.077,-81.15,1726,2011,64.48,23.805,0.087013,-48.66
-13.077,-81.15,8264,2011,64.48,23.805,0.14248,28.417
-13.077,-81.15,445,2011,63.981,90.476,0.52256,80.674
-13.077,-81.15,2051,2011,63.981,90.476,0.048209,62.698
-13.077,-81.15,5165,2011,63.981,90.476,-0.977,-25.211
-13.077,-81.15,6863,2011,63.981,90.476,-0.12159,-62.567
-13.077,-81.15,1308,2011,63.981,90.476,0.28698,80.036
-13.077,-81.15,8014,2011,63.981,90.476,0.15992,-42.237
-13.077,-81.15,4669,2011,63.981,90.476,0.46882,54.539
-13.077,-81.15,669,2011,63.981,90.476,0.48565,-27.974
-13.077,-81.15,6421,2011,63.981,90.476,0.59295,73.728
-13.077,-81.15,2771,2011,63.981,90.476,0.061477,56.457
-13.077,-81.15,3893,2011,3.1922,57.512,-0.4602,-24.289
-13.077,-81.15,3161,2011,3.1922,57.512,0.28043,14.495
-13.077,-81.15,3034,2011,3.1922,57.512,0.65488,44.079
-13.077,-81.15,2541,2011,3.1922,57.512,-0.60656,-39.978
-13.077,-81.15,5064,2011,3.1922,57.512,-0.98257,-80.863
-13.077,-81.15,8710,2011,3.1922,57.512,-0.58562,-38.966
-13.077,-81.15,4286,2011,3.1922,57.512,0.73282,47.249
-13.077,-81.15,8583,2011,3.1922,57.512,0.81771,51.729
-13.077,-81.15,1528,2011,3.1922,57.512,0.66766,39.315
-13.077,-81.15,7781,2011,3.1922,57.512,-0.22989,-11.532
-13.077,-81.15,6803,2011,25.835,-110.06,0.99177,71.444
-13.077,-81.15,7154,2011,25.835,-110.06,-0.58732,-52.469
-13.077,-81.15,6014,2011,25.835,-110.06,0.65099,59.383
-13.077,-81.15,1127,2011,25.835,-110.06,-0.96384,-54.886
-13.077,-81.15,4809,2011,25.835,-110.06,0.8005,28.194
-13.077,-81.15,6138,2011,25.835,-110.06,-0.32679,4.317
-13.077,-81.15,767,2011,25.835,-110.06,-0.93815,-51.421
-13.077,-81.15,295,2011,25.835,-110.06,0.49956,10.953
-13.077,-81.15,2888,2011,25.835,-110.06,0.71044,19.445
-13.077,-81.15,8083,2011,25.835,-110.06,-0.51626,-5.3238
-13.077,-81.15,5257,2011,16.852,122.82,-0.96941,-82.165
-13.077,-81.15,7212,2011,16.852,122.82,0.9475,87.954
-13.077,-81.15,3794,2011,16.852,122.82,-0.93058,-65.131
-13.077,-81.15,7402,2011,16.852,122.82,0.68255,58.884
-13.077,-81.15,5442,2011,16.852,122.82,0.34105,3.9151
-13.077,-81.15,7592,2011,16.852,122.82,0.24424,30.144
-13.077,-81.15,968,2011,16.852,122.82,0.12022,22.583
-13.077,-81.15,2403,2011,16.852,122.82,-0.90842,-51.842
-13.077,-81.15,6554,2011,16.852,122.82,-0.9704,-59.22
-13.077,-81.15,3621,2011,16.852,122.82,-0.4191,-41.167
-13.077,-81.15,8,2011,46.661,136.15,-0.28244,26.046
-13.077,-81.15,4128,2011,46.661,136.15,-0.52272,-77.89
-13.077,-81.15,3336,2011,46.661,136.15,-0.57242,-81.507
-13.077,-81.15,4437,2011,46.661,136.15,0.061253,-39.582
-13.077,-81.15,1804,2011,46.661,136.15,-0.89171,-36.694
-13.077,-81.15,2111,2011,46.661,136.15,-0.51345,-66.006
-13.077,-81.15,5617,2011,46.661,136.15,-0.76232,-81.885
-13.077,-81.15,5811,2011,46.661,136.15,-0.86466,-51.756
-13.077,-81.15,1726,2011,46.661,136.15,-0.31886,-48.66
-13.077,-81.15,8264,2011,46.661,136.15,-0.24404,28.417
-13.077,-81.15,445,2011,10.847,-160.79,0.94037,80.674
-13.077,-81.15,2051,2011,10.847,-160.79,0.94145,62.698
-13.077,-81.15,5165,2011,10.847,-160.79,-0.32719,-25.211
-13.077,-81.15,6863,2011,10.847,-160.79,-0.95233,-62.567
-13.077,-81.15,1308,2011,10.847,-160.79,0.98817,80.036
-13.077,-81.15,8014,2011,10.847,-160.79,-0.78708,-42.237
-13.077,-81.15,4669,2011,10.847,-160.79,0.89345,54.539
-13.077,-81.15,669,2011,10.847,-160.79,-0.58447,-27.974
-13.077,-81.15,6421,2011,10.847,-160.79,0.96773,73.728
-13.077,-81.15,2771,2011,10.847,-160.79,0.91688,56.457
43.075,64.704,3893,2011,61.417,-63.642,0.62879,8.6571
